event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KGZ1355,06/12/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Kyzyl-Tuu,42.8069,74.3751,1,AKIpress,National,"On 6 December 2021, residents of Kyzyl-Tuu village in Sokuluk district of Chui region gathered near their homes in protest against a rape incident involving a local male villager and an underage girl. The protesters demanded that the suspect's family members move out of the village after police arrested and charged the suspect with rape.",0,crowd size=no report,1729632725
KGZ1423,24/01/2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Farmers (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Sokuluk,42.8568,74.2924,1,AKIpress,National,"On 24 January 2022, farmers protested outside the district state administration in Sokuluk township in Chui region against the planned expropriation of 75 percent of farmland from the local community demanding that the Kyrgyz government clarify its position on the dispute.",0,crowd size=no report,1758048284
KGZ1462,22/02/2022,2022,1,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2021-),,State forces,Civilians (Kyrgyzstan),Prisoners (Kyrgyzstan),Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Sokuluk,42.8568,74.2924,1,ACCA,Regional,"On 22 February 2022, police officers assaulted a male detainee while in custody at the Sokuluk district police station in the village of Sokuluk in Chui region resulting in physical injuries and concussion.",0,,1758048284
KGZ1564,23/05/2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Sokuluk,42.8568,74.2924,1,NTS Kg,National,"On 23 May 2022, small retail business owners protested in the town of Sokuluk in the Chui region against the mandatory requirement for small business owners to operate cash register machines and the newly adopted Tax Code demanding that the Kyrgyz government resolve their concerns and revise the Tax Code.",0,crowd size=no report,1758048284
KGZ1603,21/06/2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Sokuluk,42.8568,74.2924,1,24Kg,National,"On 21 June 2022, activists of the Child Rights Defenders' League non-governmental organization protested outside the district court in Sokuluk township of Chui region in support of physically abused 2-year-old infant demanding that the court conduct full medical examination of a victim due to sustained severe injuries.",0,crowd size=no report,1758048284
KGZ1753,02/11/2022,2022,1,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2021-) Prison Guards,,State forces,Civilians (Kyrgyzstan),Prisoners (Kyrgyzstan),Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Sokuluk,42.8568,74.2924,1,RFE/RL,International,"On 2 November 2022, a male prisoner with disability of 1st degree was denied access to medical care at the police detention facility in Sokuluk township of Chui region which was recorded by the National Center to Prevent Torture.",0,,1758048284
KGZ1754,03/11/2022,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Sokuluk,42.8568,74.2924,1,24Kg,National,"On 3 November 2022, about 60 residents of Jany-Jer village gathered outside the district office of land register service in Sokuluk township of Chui region in protest of land transaction involving their properties in the village demanding that the authorities intervene and resolve their dispute with a new land owner.",0,crowd size=about 60,1758048284
KGZ1803,13/01/2023,2023,2,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),Government of Kyrgyzstan (2021-),Rioters,Civilians (Kyrgyzstan),Journalists (Kyrgyzstan); Women (Kyrgyzstan),Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Sokuluk,42.8568,74.2924,1,24Kg,National,"Around 13 January 2023, as reported, representatives of the district administration in Sokuluk township physically assaulted a female journalist of the Zobolo newspaper in Sokuluk district of Chui region, after the reporter's request for an interview with the top official. The assault resulted in a broken arm and necessary medical treatment.",0,crowd size=no report,1758048284
KGZ1901,30/06/2023,2023,1,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2021-),,State forces,Civilians (Kyrgyzstan),,Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Sokuluk,42.8568,74.2924,2,Kaktus Media,National,"On 30 June 2023, about 4 plainclothes officers of the Main Investigative Directorate of the Ministry of Interior physically forced an activist into a car near the victim's relative's home in Lesnoy village of Sokuluk district in Chui region following which the activist was taken into police headquarters in Bishkek city where he was told by police officers to sign documents which the activist refused.",0,,1758048284
KGZ1911,14/07/2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Kyzyl-Tuu,42.8069,74.3751,2,Sanjar Kalmatai,New media,"On 14 July 2023, residents of Selektsiony village near Kyzyl-Tuu township in Sokuluk district of Chui region physically blocked the main road in protest of lack of access to drinking water due to disruption of water supply demanding that the authorities provide water supply to their homes.",0,crowd size=no report,1729632725
KGZ1913,16/07/2023,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Sokuluk,42.8568,74.2924,1,RFE/RL,International,"On 16 July 2023, about 20 residents of Sary-Ozon neighborhood near Sokuluk township of Chui region gathered outside their homes in protest of detention of the local community activists following a protest days earlier against lack of access to drinking water in the area demanding that the authorities release activists from police custody.",0,crowd size=about 20,1758048284
KGZ1924,24/07/2023,2023,2,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2021-),,State forces,Civilians (Kyrgyzstan),Prisoners (Kyrgyzstan),Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Sokuluk,42.8568,74.2924,1,ACCA,Regional,"Around 24 July 2023 (week of), 3 male residents of Chat-Kol village were detained and tortured by police officers to extract a confession at the detention facility in Sokuluk township of Chui region. This was confirmed upon the representatives of the National Center on Prevention of Torture visiting the victims.",0,,1758048284
KGZ2031,23/01/2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Women (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Sokuluk,42.8568,74.2924,1,AKIpress; Sanjar Kalmatai,New media-National,"On 23 January 2024, supporters and family members of a woman victim of domestic violence incident gathered at the district court in Sokuluk township of Chui region in protest of a male suspect's attempt to escape justice calling for the court to rule in favor of a victim and sentence suspect to life in prison.",0,crowd size=no report,1758048284
KGZ2033,25/01/2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Women (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Sokuluk,42.8568,74.2924,1,AKIpress; Sanjar Kalmatai,New media-National,"On 25 January 2024, women activists of Jetishet (Enough) group and CAF Kelechek youth organization gathered at the district court in Sokuluk township of Chui region in support of domestic violence incident victim calling for the court to sentence a male suspect to life in prison.",0,crowd size=no report,1758048284
KGZ2094,18/04/2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Sokuluk,,Sokuluk,42.8568,74.2924,1,AKIpress,National,"On 18 April 2024, relatives of a 13-year-old girl, who was raped by multiple adult males, gathered outside the district court in Sokuluk township of Chui region in protest of false claims in the news media regarding their underage female family member and her family, expressing their support for a victim and her family.",0,crowd size=no report,1758048284
KGZ2197,17/10/2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Talas,Talas,,Talas,42.5227,72.2332,1,AKIpress,National,"On 17 October 2024, residents of Talas township gathered outside their homes in protest of the town administration's initiative to seize their land due to land ownership dispute calling for the country's president to intervene and resolve the land dispute in landowners' favor.",0,crowd size=no report,1729632725
