event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,event_month
TJK103,2021-04-29,2021,1,Political violence,Battles,Armed clash,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,Military Forces of Tajikistan (1994-) Border Service,,State forces,State forces-External/Other forces,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Vorukh,39.8512,70.5801,2,RFE/RL,International,"On 29 April 2021, Kyrgyz armed forces and Tajik border guards opened fire on each other in Vorukh district of Isfara region. It is unclear who fired first. Tajik government reported at least 19 fatalities and 87 injuries during the border clash. 19 fatalities split over different locations.",6,,1753956103,2021-04-01
TJK105,2021-04-25,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,Civilians (Tajikistan),Students (Tajikistan),Civilians,External/Other forces-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Vorukh,39.8512,70.5801,1,RFE/RL,International,"On 25 April 2021, Kyrgyz border guards abducted and assaulted two 8th graders in Vorukhin Vorukh while they were grazing livestock in Isfara region. They were interrogated with soybeans for few hours and were released after when Isfara authorities and Tajik border guards interfered.",0,,1753956103,2021-04-01
TJK107,2021-05-14,2021,1,Strategic developments,Strategic developments,Looting/property destruction,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,Civilians (Tajikistan),,Civilians,External/Other forces-Civilians,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Chorku,39.9779,70.571,2,Asiaplus,International,"Property destruction: On 14 May 2021, a house of a local resident in the village of Langar of Chorku district of Isfara region was set on fire at 10 PM. According to the Tajik government, the house was set on fire by the Kyrgyz border guards. According to the media, no casualties occurred.",0,,1753968967,2021-05-01
TJK108,2021-05-26,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,Civilians (Tajikistan),Farmers (Tajikistan),Civilians,External/Other forces-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Chorku,39.9779,70.571,2,Asiaplus,Regional,"On 26 May 2021, Kyrgyz border guards detained and tortured two residents of Khojai Alo of Chorku district on the disputed border land in Isfara region while they were grazing cows. Detained Tajik shepherds were released after negotiation between the Tajik and Kyrgyz border guards.",0,,1754411302,2021-05-01
TJK113,2021-07-24,2021,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,State forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,State forces-External/Other forces,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Chorku,39.9779,70.571,1,Asiaplus,International,"On 24 July 2021, a firefight broke out between Tajik and Kyrgyz border guards for 10-15 minutes following a stone throwing incident between Tajik and Kyrgyz villagers in Chorku of Isfara region. One Tajik soldier was hospitalized.",0,,1753968967,2021-07-01
TJK136,2022-06-14,2022,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,State forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,State forces-External/Other forces,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Vorukh,39.8512,70.5801,1,RFE/RL,International,"On 14 June 2022, a shootout broke between Tajik and Kyrgyz border guards in the border near Vorukh (Isfara). A Tajik border guard was killed as a result of the exchange fire, and several people were injured. No casualties on the Kyrgyz side, near the Ak-Sai village.",1,,1753956103,2022-06-01
TJK97,2020-10-25,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2020-2021) Kyrgyz Frontier Force,,External/Other forces,Civilians (Tajikistan),Labor Group (Tajikistan),Civilians,External/Other forces-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Isfara,40.1223,70.6272,1,Asiaplus,Regional,"On 25 October 2020, around 30 Kyrgyz frontier soldiers approached and opened fire toward Tajik citizens in Isfara, while they were working on water pipes in the disputed territory. No injuries were reported.",0,,1754411302,2020-10-01
KGZ1849,2021-10-19,2021,2,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2021-),,State forces,Civilians (International),Prisoners (International),Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Isfana,39.8382,69.5251,1,Kaktus Media,National,"Around 19 October 2021 (week of), a 63-year-old man, a citizen of either Uzbekistan or Tajikistan was detained and tortured at the Leylek district police station in Isfana township of Batken region resulting in injuries.",0,,1754410220,2021-10-01
KGZ1855,2023-03-31,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Khaidarkan,39.9474,71.3394,1,Kaktus Media,National,"On 31 March 2023, workers of the mercury production plant in Khaidarkan township of Kadamjay district in Batken region protested on the premises, demanding owed wages for February and improvement of working conditions.",0,crowd size=no report,1680620638,2023-03-01
KGZ1867,2023-04-25,2023,1,Strategic developments,Strategic developments,Other,Military Forces of Kyrgyzstan (2021-),,State forces,,,,State forces only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,2,Kaktus Media,National,"Other: On 25 April 2023, Ministry of Defense of Kyrgyzstan launched joint command and mobilization drills in Jalal-Abad, Osh and Batken regions simulating possible invasion of the Kyrgyz territory by foreign forces; these regions earlier repeatedly suffered from a prolonged border conflict with Tajikistan. Military drills are expected to be conducted from 25 April to 27 April in the country's frontier regions.",0,,1683052550,2023-04-01
KGZ1875,2023-05-07,2023,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Military Forces of Kyrgyzstan (2021-),,State forces,State forces-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Leilek,39.8773,70.0911,2,24Kg,National,"On 7 May 2023, about 100 local residents and servicemen of the Ministry of Defense were engaged in physical confrontation in Muras village of Leylek district near the town of Leilek in Batken region resulting in the Prosecutor General's office launching probe into the incident.",0,crowd size=about 100,1684857975,2023-05-01
KGZ1878,2023-05-11,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,AKIpress,National,"On 11 May 2023, residents of Buzhum village in Batken region gathered outside the president's representative's office in Batken township in protest of poor or lack of power supply in the area demanding resignation of local officials due to mismanagement and calling for the country's president to install competent cadres in the district to resolve their issues.",0,crowd size=no report,1684857975,2023-05-01
KGZ1002,2021-04-17,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Tajikistan),,Rioters,Civilians (Kyrgyzstan),Labor Group (Kyrgyzstan),Civilians,Rioters-Civilians,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,1,AKIpress; Asiaplus; Kaktus Media,National,"On 17 April 2021, about 30 residents of the Tajik village of Khojai Alo threw stones at the workers of the Batken regional water service on the disputed border in the village of Ak-Sai in Batken region. It happened following a heated verbal exchange where Tajik villagers demanded that Kyrgyz side halt work at the Golovnoy water collector which is disputed by both countries. Border services of both states arrived on the scene to mitigate the conflict. Some residents of Khoja-i-Alo were reporting a shooting in the area, however local sources and administration denied there was a shooting. Press service of governor of Batken region also denied Tajik villagers used rocks against Kyrgyz water service employees at the water collector.",0,crowd size=about 30; local administrators,1687837292,2021-04-01
KGZ1029,2021-04-29,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Civilians (Kyrgyzstan),Government of Kyrgyzstan (2021-),Civilians,External/Other forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Internatsionalnoye,40.1187,69.6719,2,RFE/RL,International,"On 29 April 2021, head of the Kyrgyz village of Internatsionalnoye in Leylek district of Batken region was captured by the Tajik military forces in the Borborduk neighborhood on the disputed border with Tajikistan.",0,local administrators,1753954518,2021-04-01
KGZ1198,2021-07-29,2021,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Civilians (Kyrgyzstan),,Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,2,AKIpress,National,"On 29 July 2021, Tajik villagers threw stones near the bordering village of Tash-Tumshuk at the personal vehicle belonging to the head of the Kyrgyz village of Ak-Sai in Batken region resulting in broken windshield. No injuries were reported after incident.",0,crowd size=no report; local administrators,1687837292,2021-07-01
KGZ322,2019-12-18,2019,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Kyrgyzstan),Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,Political militia,Unidentified Armed Group (Tajikistan),,Political militia,Political militia-Political militia,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,1,RFE/RL,International,"On 18 December 2019, 6 Kyrgyz nationals, including 1 policeman and 1 local councilman were injured by the gunshots after violent riots between Kyrgyz and Tajik villagers in Kok-Tash village of Batken region bordering with Tajikistan. Shots were fired from the Tajik side and was related to the disputed borders between Tajikistan and Kyrgyzstan.",0,local administrators,1687837292,2019-12-01
KGZ1917,2023-07-24,2023,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Police Forces of Kyrgyzstan (2021-),,State forces,State forces-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,2,RFE/RL,International,"On 24 July 2023, a Kyrgyz police officer was physically assaulted by Tajik villagers in Dacha locality near Ak-Sai township of Batken region when policeman was on the scene responding to disturbance on location where Kyrgyz and Tajik villagers were engaged in physical confrontation after road rage incident. Kyrgyz police vehicle sustained damage to its rear window during the incident.",0,crowd size=no report,1690907553,2023-07-01
KGZ1927,2023-08-08,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,AKIpress,National,"On 8 August 2023, residents of Chet-Bulak neighborhood gathered outside the townhall in the town of Batken in protest of lack of access to drinking water in the area calling for the country's president to resolve their grievances regarding supply of water to their households.",0,crowd size=no report,1693927397,2023-08-01
KGZ1950,2023-09-06,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,AKIpress,National,"On 6 September 2023, about 50 residents of Kara-Bak village gathered outside the governor's office in Batken township in protest of bureaucratic hurdles and increased fee for registration of land properties in the village demanding that the authorities lower fees and speed up legalization of private land plots.",0,crowd size=about 50,1694528987,2023-09-01
KGZ1968,2023-10-03,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,AKIpress,National,"On 3 October 2023, residents of Kara-Bak village gathered outside the office of Kyrgyz president's regional representative in the town of Batken in protest of unaffordable fees for registration of private land and delays with registration of land in the district calling for the country's president to intervene and resolve their grievances.",0,crowd size=no report,1696959098,2023-10-01
KGZ1082,2021-05-19,2021,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),Vigilante Group (Kyrgyzstan),Rioters,Rioters (Kyrgyzstan),,Rioters,Rioters-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Bulak-Bashy,40.0013,69.5757,1,Sanjar Kalmatai,New media,"On 19 May 2021, a brief scuffle broke out between local villagers and an alleged smuggler in the village of Bulak-Bashy in Leylek district of Batken region following stop and search of a cargo van by Kyrgyz villagers near the border with Tajikistan inside which locals discovered allegedly smuggled goods.",0,crowd size=no report,1699385322,2021-05-01
KGZ1197,2021-07-24,2021,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Civilians (Kyrgyzstan),,Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Tatyr,39.96,70.4825,1,Sanjar Kalmatai,New media,"On 24 July 2021, a produce smuggler was assaulted and his shipment was ceased by local villagers in the town of Ak-Tatyr in Batken region near the border with Tajikistan after a smuggler refused to pull over his vehicle for a contraband check resulting in a car chase. Police detained local villagers following incident.",0,crowd size=no report,1699385322,2021-07-01
TJK17,2018-01-07,2018,1,Political violence,Violence against civilians,Attack,Military Forces of Tajikistan (1994-) Border Service,,State forces,Civilians (Tajikistan),Fishers (Tajikistan),Civilians,State forces-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,Konibodom,,Konibodom,40.2935,70.4316,2,Asiaplus; TAG News Agency,Regional,"On 7 January 2018, border guards of Tajikistan opened fire at fishers near Konibodom. One was killed, another wounded. Reportedly the guards opened fire at the fishers's car, when leaving the area.",1,,1708472497,2018-01-01
TJK2,2018-06-08,2018,1,Strategic developments,Strategic developments,Agreement,Government of Tajikistan (1994-),Military Forces of Tajikistan (1994-) Border Service,State forces,Government of Kyrgyzstan (2017-2020),Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,External/Other forces,State forces-External/Other forces,,762,Caucasus and Central Asia,Tajikistan,Sughd,Mastchoch,,Buston,40.5268,69.3382,1,BBC News; Interfax; NM; Ozodagon; TAG News Agency; Tajikistan Times,National-Regional,"On 8 June 2018, in Buston, the Kyrgyz and Tajik border agencies agreed to ban the use of weapons by their servicemen during conflicts on the common border. The agreement follows a shoot-out between the two countries' border guards on 4 June, when several Tajik servicemen were detained by the other side in a disputed border area. The two countries presented conflicting accounts of the incident, accusing each other of violating the rules of conduct. Border incidents between the two nations are common as they have yet to define about 50 per cent of their 970-km-long common border.",0,,1708472497,2018-06-01
TJK20,2019-03-14,2019,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,Rioters,Rioters (Tajikistan),Military Forces of Tajikistan (1994-) Border Service,Rioters,Rioters-Rioters,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Vorukh,39.8512,70.5801,2,24Kg; AKIpress; BBC News; Eurasianet; Intellinews; Interfax; Knews; Nastoyashee Vremya; NM; Ozodagon; RFE/RL; Sanjar Kalmatai; TAG News Agency; The Times of Central Asia,New media-National,"On 14 March 2019, following the events of 13th March, another conflict broke out in the vicinity of Tajikistan's exclave of Vorukh on the Kyrgyz-Tajik border between local Tajik and Kyrgyz residents. Border forces from both sides intervened. During the collision, the burder guards of Tajikistan and Kyrgyzstan and unidentified groups fired into the air. As a result of the conflict, a civilian man died after being struck in the chest by a bullet. Two more Tajik nationals from Vorukh exclave were also wounded. It is not clear if the police shooting into the air caused the fatalities or if the groups had arms. It is unknown if border guards participated in the fighting or tried to brock up it.",1,crowd size=no report,1708472497,2019-03-01
KGZ1,2019-10-10,2019,1,Strategic developments,Strategic developments,Change to group/activity,Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,Military Forces of Uzbekistan (2016-) Border Service,State forces,,,,State forces only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Chon-Talaa,40.1648,70.8643,1,TAG News Agency,National,"On 10 October 2019, border troops of Kyrgyzstan and Uzbekistan conducted a military drill in the bordering district in Ferghana Valley. It was designed to improve coordination between the states in the scenario of 'terrorist' activity near frontier areas.",0,,1708472554,2019-10-01
KGZ155,2019-05-20,2019,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Kyrgyzstan),,Political militia,Civilians (Kyrgyzstan),,Civilians,Political militia-Civilians,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kara-Bak,40.1599,70.8131,1,Kaktus Media; TAG News Agency,National,"On 20 May 2019, a conflict occurred in Kara-Bak, Batken region where unknown people damaged a Kyrgyz building, located only few meters from the provisional demarcation line of Tajik-claimed contested territory nearby. The Tajik border guard prevented the Kyrgyz people repairing it, until the Kyrgyz border guards arrived and resolved the conflict.",0,,1708472554,2019-05-01
KGZ176,2018-11-06,2018,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Kyrgyzstan),,Political militia,Civilians (Kyrgyzstan),Former Government of Kyrgyzstan (2017-2020),Civilians,Political militia-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Zhanyzher,40.2843,71.1688,1,Fergana News; Kaktus Media; Knews; Ozodagon; TAG News Agency; Zakon,National-Regional,"On 6 November 2018, deputy of the local assembly was attacked and shot several times In Zhanyzher locality of Kadamjay district in Batken region resulting in his death on November 17 in a hospital. According to the investigators, the attack was related to his political activities.",1,,1708472554,2018-11-01
KGZ2,2018-06-04,2018,1,Political violence,Battles,Armed clash,Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,,State forces,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Maksat,40.1399,69.7859,2,AKIpress; Asiaplus; BBC News; Kaktus Media; Kloop; Kyrgyztoday; NM; RFE/RL; TAG News Agency; Tajikistan Times,National-Regional,"On 4 June 2018, near Maksat, a gunfight occurred on the state border between Kyrgyz and Tajik border guards. Several Tajik servicemen were captured and restricted by Kyrgyz Border Guards.",0,,1708472554,2018-06-01
KGZ484,2020-07-14,2020,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Civilians (Tajikistan),,Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,2,Akhbor,Regional,"On 14 July 2020, an automobile belonging to the Tajik representative of the Vorukh township administration of Sughd region was attacked by a group of Kyrgyz nationals on Isfara-Vorukh motor road while driving through the Kyrgyz territory [Batken coded with GP2]. Kyrgyz villagers threw rocks at the vehicle destroying its rear window.",0,crowd size=no report; local administrators,1709061536,2020-07-01
TJK76,2020-05-20,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Labor Group (China),Rioters,Police Forces of Tajikistan (1994-) Special Purpose Police Unit (OMON),,State forces,State forces-Rioters,,762,Caucasus and Central Asia,Tajikistan,Sughd,Mastchoch,,Zornisor,40.6521,69.5816,1,Akhbor; RFE/RL,Regional-International,"On 20 May 2020, at least 60 Chinese workers demonstrated at the mining company they worked in Zarnisor, Sughd demanding their unpaid salaries and return to their homes in China over concerns with regard to the spread of coronavirus and alleged absence of adequate medical facilities as well as that Tajik workers are favored over them. Tajikistan's Ministry of Interior claimed that the demonstrators entered the head office with stick and batons upon which OMON Police intervened by shooting into the air and clashing with the workers with bludgeons. Reportedly 45 workers were injured.",0,crowd size=at least 60,1709061622,2020-05-01
KGZ16,2018-11-18,2018,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Kyrgyzstan),,Political militia,Civilians (Kyrgyzstan),Government of Kyrgyzstan (2017-2020); Lawyers (Kyrgyzstan),Civilians,Political militia-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,2,Gezitter; RFE/RL,National-International,"On the night of 18 November, the prosecutor of the Batken region was killed from a blow in the head with a blunt object. The body was found in the outskirt of Batken near the Tort-Kul reservoir, and a suspect was identified.",1,local administrators,1712178758,2018-11-01
KGZ1727,2022-10-14,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Maksat,40.1399,69.7859,1,24Kg,National,"On 14 October 2022, residents of Maksat village in Leylek district of Batken region gathered near their homes in protest of a lack of safety on the border with Tajikistan calling for the country's president to finalize delimitation and demarcation on the border.",0,crowd size=no report,1715131308,2022-10-01
KGZ1713,2022-10-04,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Arka-2,40.1987,69.8882,1,Sanjar Kalmatai,New media,"On 4 October 2022, residents of Arka-2 village of the Leylek district in Batken region gathered outside their homes in protest of the Kyrgyz government's inadequate response to the border clashes demanding that the country's authorities resolve the border dispute or provide arms to the local population.",0,crowd size=no report,1715131308,2022-10-01
KGZ1681,2022-09-16,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,Civilians (Kyrgyzstan),State forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Arka-2,40.1987,69.8882,2,24Kg,National,"On 16 September 2022, Tajik border troops shelled the Kyrgyz village of Arka near Arka-2 locality in Leylek district of Batken region using mortar rounds resulting in Kyrgyz residents fleeing for safety on the Kyrgyz side. During the day, 59 people, both civilians and border guards, were killed and 144 were wounded on the Kyrgyz side (59 fatalities split among 9 events).",7,,1753954518,2022-09-01
KGZ1686,2022-09-16,2022,1,Political violence,Battles,Armed clash,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Maksat,40.1399,69.7859,1,RFE/RL,International,"On 16 September 2022, a shootout took place between Kyrgyz and Tajik border troops in Maksat locality of Leylek district in Batken region. During the day, 59 people, both civilians and border guards, were killed and 144 were wounded on the Kyrgyz side (59 fatalities split among 9 events).",6,,1753954518,2022-09-01
TJK140,2022-09-16,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,Civilians (Tajikistan),,Civilians,External/Other forces-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,B Gafurov,,Khistevarz,40.1975,69.8106,1,Asiaplus; BBC News; RFE/RL,Regional-International,"On 16 September 2022, Kyrgyz border guards fired heavy weapons at Khistevarz of the B Gafurov district. During the day, 39 civilians were killed and 25 were wounded in border areas of Tajikistan (12 fatalities coded to the event in Ovchi Kalacha, the other 27 split among 6 events).",5,,1754411302,2022-09-01
KGZ1689,2022-09-16,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Civilians (Kyrgyzstan),,Civilians,External/Other forces-Civilians,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Borborduk,40.187,69.8325,1,AKIpress,National,"Looting: On 16 September 2022, Tajik border troops looted local grocery shops in the Kyrgyz village of Borborduk in Leylek district of Batken region after crossing the disputed border into the Kyrgyz territory following firefight between Kyrgyz and Tajik border troops.",0,,1753954518,2022-09-01
KGZ1517,2022-04-12,2022,1,Political violence,Battles,Armed clash,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Maksat,40.1399,69.7859,1,RFE/RL,International,"On 12 April 2022, firefight between Kyrgyz and Tajik border guards took place in the village of Maksat in Leylek district of Batken region after Tajik servicemen allegedly intruded 20 meters deep into the Kyrgyz territory in Selkana locality following which Kyrgyz bordermen fired warning shots and Tajik servicemen returned fire at the Kyrgyz side during which 1 Tajik border guard was wounded and later died in the hospital. Shooting stopped after negotiations proceeded between officials of two countries. However, armed clashes broke out again around 21.17pm for approximately 30 minutes during which Tajik troops shelled Dostuk village on the Kyrgyz side using mortar rounds. 1 Kyrgyz border guard was wounded during the second firefight. Shooting was stopped after Kyrgyz and Tajik governors conducted negotiation on the border standoff.",1,,1753954518,2022-04-01
KGZ1513,2022-04-10,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Maksat,40.1399,69.7859,2,RFE/RL,International,"On 10 April 2022, supporters of two detained local officials, who were arrested on allegedly committing corruption offences while in office, protested in the village of Dostuk near Maksat township of Leylek district in Batken region demanding their release from custody and that the country's Prosecutor General revise their cases.",0,crowd size=no report,1715131313,2022-04-01
KGZ1487,2022-03-24,2022,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,State forces-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Maksat,40.1399,69.7859,2,RFE/RL,International,"On 24 March 2022, 15-20 Tajik villagers engaged in physical confrontation with armed Kyrgyz border guards in the village of Bordborduk near Maksatn township in Leylek district of Batken region after which villagers forcefully took Kyrgyz border guard's service rifle which was later handed back to the Kyrgyz side following negotiation between the Tajik and Kyrgyz officials. Kyrgyz guards fired warning shots during the incident.",0,crowd size=15-20,1715131348,2022-03-01
KGZ1435,2022-02-02,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Borborduk,40.187,69.8325,1,AKIpress,National,"On 2 February 2022, residents of Arka, Arka-1 and Arka-2 villages in Leylek district of Batken region gathered outside their homes in protest against a slow rebuilding in the area after border conflict with Tajikistan calling for the country's government to dismiss a local village chief for poor job record and speed up rebuilding efforts.",0,crowd size=no report,1715131349,2022-02-01
KGZ1388,2021-12-22,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Civilians (Kyrgyzstan),,Civilians,External/Other forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Maksat,40.1399,69.7859,1,24Kg,National,"On 22 December 2021, Tajik border guards opened fire on the Kyrgyz citizen operated fuel truck in the village of Maksat in Leylek district of Batken region which was confirmed by the village chief. There were no casualties.",0,,1753954518,2021-12-01
KGZ1349,2021-11-30,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Maksat,40.1399,69.7859,1,Sanjar Kalmatai,New media,"On 30 November 2021, residents of Maksat village in Leylek district of Batken region gathered on the disputed border with Tajikistan following Tajik villagers' construction activity on the disputed border land demanding that Tajik citizens stop construction until further notice.",0,crowd size=no report,1715131350,2021-11-01
KGZ1322,2021-11-12,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Maksat,40.1399,69.7859,1,24Kg,National,"On 12 November 2021, residents of Maksat village in Leylek district of Batken region gathered near their homes calling for the Kyrgyz government to recover their stolen properties from the Tajik side or compensate losses following military confrontation between Tajikistan and Kyrgyzstan.",0,crowd size=no report,1715131350,2021-11-01
