event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,event_month
TJK58,2019-09-29,2019,3,Strategic developments,Strategic developments,Arrests,Police Forces of Tajikistan (1994-),,State forces,Civilians (Tajikistan),,Civilians,State forces-Civilians,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Isfara,40.1223,70.6272,2,Fergana News; Dialog,National-International,"As reported on 29 September, law enforcers of the Isfara district, Tajikistan, have been summoning or even detaining residents of the district - parents of young men as a form of pressure in order to make them to join the military forces of Tajikistan. The authorities of Isfara denied the statements and complains, claiming that the residents have been only invited for conversation or explanatory work. [coded according to the version of the civilians]",0,,1572006472,2019-09-01
TJK13,2018-07-15,2018,3,Political violence,Violence against civilians,Attack,Police Forces of Tajikistan (1994-),,State forces,Civilians (Tajikistan),IRPT: Islamic Renaissance Party of Tajikistan,Civilians,State forces-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,B Gafurov,,Khujand,40.2811,69.6392,3,Kyrgyztoday,International,"In the summer of 2018, a man was arrested as part of a group of 15 former members of the banned IRPT. Shortly after his release, he committed suicide leaving a video where he declared having been tortured by law enforcements [coded to Khujand].",0,,1618580363,2018-07-01
TJK30,2019-01-01,2019,2,Political violence,Violence against civilians,Attack,Police Forces of Tajikistan (1994-),,State forces,Civilians (Tajikistan),Women (Tajikistan),Civilians,State forces-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,Ayni,,Ayny,39.3903,68.5392,1,Tajinfo.org,National,"In early January 2019, an elderly female resident of Aini district, Sughd region was arrested and reportedly beaten by police officers in order to provide confession to an alleged crime. Later she had to be transferred to a hospital with serious injuries.",0,,1572006494,2019-01-01
KGZ320,2019-12-16,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,1,24Kg,National,"On 16 December 2019, 30-40 Kyrgyz villagers from Kok-Tash town in Batken district protested against the fence that was being installed by the Tajik villagers. Kyrgyz Border Service officers who were called in to the scene ordered to halt any construction on the disputed territory which Tajik villagers refused to do so. No further information, no report of physical violence.",0,crowd size=30-40,1578945413,2019-12-01
KGZ340,2020-01-11,2020,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Rioters (Tajikistan),,Rioters,Rioters-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,2,Kaktus Media; RFE/RL,National-International,"On 11 January 2020, rioters from Tajikistan threw stones at the vehicles belonging to Kyrgyz villagers in Tort-Kocho location near Kok-Tash village in Batken district that caused a verbal skirmish with the Kygryz villagers. Two groups then started to throw stoned to each other. Conflict was suppressed after intervention of the police and border services of the two countries .",0,crowd size=unknown,1579540786,2020-01-01
KGZ345,2020-01-15,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,AKIpress,National,"On 15 January 2020, about 50 protesters gathered in Batken town of Batken region with the release of four villagers from the town of Kok-Tash near the border with Tajikistan. The villagers were detained after violent conflict broke out near Kok-Tash village between Tajik and Kyrgyz villagers on 11 January.",0,crowd size=about 50,1579540786,2020-01-01
KGZ389,2020-04-24,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Farmers (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Jany-Jer,40.127,70.8972,1,Sanjar Kalmatai,New media,"On 24 April 2020, 20-30 villagers and farmers protested at the nearby police quarantine roadblock as part of coronavirus measures in the village of Jany-Jer in Batken district, against the lack of irrigation water supply which protesters insisted is having a negative impact on their crop fields. Protesters demanded the local authorities resolve the issue.",0,crowd size=20-30,1588014164,2020-04-01
KGZ437,2019-04-28,2019,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Civilians (Kyrgyzstan),Farmers (Kyrgyzstan),Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,2,Sanjar Kalmatai; Kaktus Media,New media-National,"On 28 April 2019, about 4 residents of the Tajik exclave Vorukh threw stones at the Kyrgyz villager's pickup truck damaging the vehicle's windshield near the village of Ak-Sai. Kyrgyz villager was driving through Vorukh because that is the only road Kyrgyz villagers use to get to the pastureland outside the Tajik village.",0,crowd size=about 4,1591034734,2019-04-01
KGZ430,2019-02-14,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Burgondu,40.2603,71.1019,1,Sanjar Kalmatai,New media,"On 14 February 2019, 15-20 residents of the village of Burgondu in Kadamjai district of Batken region protested against several members of the Jehovas Witness Christian religious group who were in town to promote their group's beliefs among villagers.",0,crowd size=15-20,1618561119,2019-02-01
KGZ409,2018-02-27,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Maidan,40.0603,72.0856,2,Sanjar Kalmatai,New media,"On 27 February 2018, about 50 villagers in Kadamjai district protested near the village of Maidan against the Shambesai gold mining project due to environmental concerns.",0,crowd size=about 50,1618561117,2018-02-01
KGZ407,2018-02-02,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Maidan,40.0603,72.0856,1,Sanjar Kalmatai,New media,"On 2 February 2018, about 1000 residents of Kadamjai district protested near Maidan village against the Shambesai gold mining project expressing their concerns for pollution of the local river which is vital water source for surrounding villages in the area.",0,crowd size=about 1000,1618561117,2018-02-01
KGZ450,2019-10-19,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,2,Sanjar Kalmatai,New media,"On 19 October 2019, a group of Kyrgyz villagers protested on the main road in Zhaka-Oruk neighborhood near Ak-Sai village in Batken region demanding Tajik counterparts remove road bumps they have installed previously. Protesters called for the Kyrgyz officials to get involved in conflict resolution between Kyrgyz and Tajik villagers.",0,crowd size=no report,1591034736,2019-10-01
KGZ418,2018-10-24,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),SDPK: Social Democratic Party of Kyrgyzstan,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Katran,39.8396,70.0207,1,Sanjar Kalmatai,New media,"On 24 October 2018, 50-60 supporters of former presidential adviser Ikramjan Ilmiyanov who was a member of the ruling SDPK political faction protested in the village of Katran in Leilek district of Batken region against his detention demanding fair investigation of his case and change his pretrial detention to house arrest.",0,crowd size=50-60,1618561118,2018-10-01
KGZ421,2018-12-06,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,Sanjar Kalmatai,New media,"On 6 December 2018, about 100 protesters demonstrated in the town of Batken against dismissal of their representative in the central government's regional office demanding his job back and reinstatement in the position of deputy.",0,crowd size=about 100,1591034736,2018-12-01
KGZ424,2018-12-25,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Boz-Adyr,39.9985,71.0732,1,Sanjar Kalmatai,New media,"On 25 December 2018, about 30 residents of the village of Boz-Adyr protested at the local administration demanding answers regarding rumors of possible transfer of their nearby land and water source to the neighboring Uzbekistan.",0,crowd size=about 30,1591034736,2018-12-01
KGZ445,2019-09-03,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Tajikistan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Tatyr,39.96,70.4825,2,Sanjar Kalmatai,New media,"On 3 September 2019, about 20 Tajik villagers protested in the bordering village of Orto-Boz near Ak-Tatyr demanding the Kyrgyz villager remove his car from the disputed land where he set up a shop to sell goods out of his car. Kyrgyz villagers responded by insisting that the land was leased for 49 years by the Kyrgyz side and it was legal to do business on the disputed territory.",0,crowd size=about 20,1591034736,2019-09-01
KGZ433,2019-03-15,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,2,Sanjar Kalmatai,New media,"On 15 March 2019, about 50 protesters demonstrated near the village of Ak-Sai in Batken region at the meeting with the Kyrgyz parliament and government officials demanding the central authorities resolve the border dispute with Tajikistan.",0,crowd size=about 50,1591034736,2019-03-01
KGZ454,2020-06-02,2020,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Tajikistan),,Political militia,Civilians (Kyrgyzstan),,Civilians,Political militia-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Samarkandyk,39.998,70.5476,2,Kaktus Media,National,"On 2 June 2020, a Kyrgyz national was rushed to the hospital after sustaining a gunshot wound while driving on Osh-Isfana motor road in Eki-Tash neighborhood near Samarkandyk village of Batken district in Batken region. Multiple hunting rifle fire shots were discharged from the territory of Tajikistan by unknown individuals who were shooting at the Kyrgyz citizen's automobile.",0,crowd size=unknown,1591632390,2020-06-01
KGZ451,2020-05-31,2020,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Rioters (Uzbekistan),,Rioters,Rioters-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Chechme,39.9429,71.2093,2,RFE/RL,International,"On 31 May 2020, a riot broke out between dozens of Kyrgyz and Uzbek nationals after dispute regarding access to water source near the village of Chechme in Kadamjai district of Batken region on the border with Uzbekistan near the village of Chashma in Sokh enclave. Rioters hurled rocks at each other while setting few properties on fire on both sides of the border. 200 Uzbek citizens were hospitalized in Sokh enclave including 13 with gunshot wounds and 25 Kyrgyz villagers were taken to the hospital in Kadamjai district with injuries of various degrees.",0,crowd size=thousands,1618501609,2020-05-01
TJK77,2020-05-27,2020,1,Political violence,Violence against civilians,Attack,Unidentified Communal Militia (Kyrgyzstan),,Identity militia,Civilians (Tajikistan),Women (Tajikistan),Civilians,Identity militia-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Chorku,39.9779,70.571,1,Asiaplus,International,"On 27 May 2020, a Kyrgyz citizen opened fire from Koktash village of Kyrgyzstan and wounded a Tajik woman in Chorku, a Tajik village along the Tajik- Kyrgyz border. According to the border official from both countries, the shooting may have taken place as a provocation as the border violence is going on due to the use of pasture in the undemarcated areas between Kyrgyzstan and Tajikistan.",0,,1591635267,2020-05-01
KGZ468,2020-06-17,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kyzyl-Kiya,,Kyzyl-Kia,40.2552,72.135,1,AKIpress,National,"On 17 June 2020, about 50 residents of Kadamjai district protested outside the town administration's office in Kyzyl-Kia township against the nearby coal mine auction which left them jobless. Protesters complained they have loans to pay and the coal mine was providing jobs until it was sold to the private businesses.",0,crowd size=about 50,1618500989,2020-06-01
KGZ479,2020-06-29,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,1,Sanjar Kalmatai,New media,"Around 29 June 2020, several members of a Kyrgyz family protested in Kok-Tash village, Batken, against the Tajik border guards authorizing the demolition of their concrete fence by the Tajik villagers on the disputed Kyrgyz-Tajik borde.",0,crowd size=several,1594059278,2020-06-01
KGZ495,2020-08-06,2020,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Tajikistan),,Political militia,Civilians (Kyrgyzstan),,Civilians,Political militia-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,2,RFE/RL,International,"On 6 August 2020, a Kyrgyz villager was shot and wounded in Zhaka-Oruk locality near the village of Kok-Tash in Batken district of Batken region on the disputed border between Tajikistan and Kyrgyzstan. Attackers remained unknown.",0,,1599503176,2020-08-01
TJK91,2020-08-06,2020,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Kyrgyzstan),,Political militia,Civilians (Tajikistan),,Civilians,Political militia-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Isfara,40.1223,70.6272,2,RFE/RL,International,"On 6 August 2020, a resident of the village of Samonien in Isfara region of Tajikistan was shot dead a kilometer from the disputed Tajik-Kyrgyz border in the region. Attackers unknown. The incident came on the same day where a Kyrgyz villager and border guard were injured by unidentified attackers, possibly from Tajik side.",1,,1599503176,2020-08-01
KGZ497,2020-08-17,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,Sanjar Kalmatai,New media,"On 17 August 2020, about 50 residents of Kok-Tash village protested outside the district court in Batken town demanding release of four of their fellow villagers who were detained in January for alleged involvement in border-related clashes.",0,crowd size=about 50,1599503176,2020-08-01
KGZ548,2018-09-28,2018,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Civilians (Kyrgyzstan),Labor Group (Kyrgyzstan),Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Maidan,40.0603,72.0856,1,NTS Kg,National,"On 28 September 2018, a group of experts came to village Maidan in Kadamjai. Reportedly, they were related to a gold mining company. Their presence angered the locals who oppose gold mining activities in the village. The expers were forced into a container and locked up by the residents. Police arrived at the scene to clear up the conflict.",0,crowd size=no report,1618561125,2018-09-01
KGZ538,2018-06-13,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Farmers (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Kaytpas,40.313,71.2722,1,NTS Kg,National,"On 13 June 2018, several residents and farmers of the Kaytpas village in Kadamjai district of Batken region protested against natural gas pipe removal works on their crop fields demanding a halt to all construction work due to damages inflicted upon their agricultural land.",0,crowd size=several,1618561124,2018-06-01
KGZ556,2018-10-24,2018,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Rioters (Kyrgyzstan),Labor Group (Kyrgyzstan),Rioters,Rioters-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,NTS Kg,National,"On 24 October 2018, there was a brawl between the residents of Batken and representatives of a gold mining company who came to the city to take samples. The locals did not allow experts to work. Police interfered to calm down the citizens.",0,crowd size=no report,1600706469,2018-10-01
KGZ631,2020-09-18,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Kulundu,40.1069,69.6393,2,Sanjar Kalmatai,New media,"On 18 September 2020, several male residents of Communism village near Kulundu township in Leilek district of Batken region protested against planting trees by the Tajik villagers on the disputed border calling for the Kyrgyz authorities to tighten monitoring on the Tajik-Kyrgyz border. Protesters proceeded to the perimeter where they manually removed a number of trees.",0,crowd size=several,1618498134,2020-09-01
KGZ659,2020-10-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kyzyl-Kiya,,Kyzyl-Kia,40.2552,72.135,1,Kaktus Media,National,"On 6 October 2020, about 100 protesters gathered outside the Mayor's Office in the town of Kyzyl-Kia in Batken region demanding the resignation of the town officials following the anti-government protest in Bishkek city.",0,crowd size=about 100,1618497325,2020-10-01
KGZ338,2020-01-10,2020,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Civilians (Kyrgyzstan),,Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,2,Asiaplus; Kaktus Media,National,"On 10 January 2020, around midnight, in the area of Zhaka-Oruk near Kok-Tash village, Batken district, unidentified people threw stones at a Kyrgyz car heading to Batken. These persons were then reported to have hid in Tajik side of the border. Kyrgyz authorities reported that there are injured citizens of Kyrgyzstan from among those who were in the car. The car has broken rear and side windows. Also, later in the same night, it was claimed that some Tajik citizens had stoned the house of a Kyrgyz citizen in the Dakhma area near same village. After these incident, Kyrgyz border guards later opened fire in the air near the border. No report of a confrontation or injuries from that fire.",0,crowd size=unknown,1604346513,2020-01-01
KGZ789,2020-12-11,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kyzyl-Kiya,,Kyzyl-Kia,40.2552,72.135,1,Sanjar Kalmatai,New media,"On 11 December 2020, supporters of acting prime minister Sadyr Japarov protested in the town of Kyzyl-Kia in Batken region against his presidential election campaign manager, demanding Japarov's campaign headquarters remove him and replace him with their representative. Protesters accused the manager of having ties to the local corruption-prone establishment.",0,crowd size=no report,1618493632,2020-12-01
KGZ802,2020-12-23,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,AKIpress,National,"On 23 December 2020, residents of Batken township in Batkern region protested at the Mayor's office against illegal transactions of drainage trays involving the chief of the water fund, whom residents accused of breaking the law, demanding their property back. Protesters insisted trays are owned by the public water trust fund.",0,crowd size=no report,1610398055,2020-12-01
KGZ825,2020-12-16,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,1,RFE/RL,International,"On 16 December 2020, residents of Ak-Sai village in Batken district of Batken region blocked the Isfara-Vorukh road to protest increasing incidences of cattle theft, which protesters blamed the Tajik side for. They also demanded that authorities recover their stolen livestock from the Tajik territory. Tajik officials promised to resolve the issues at the meeting with the Kyrgyz counterparts.",0,crowd size=no report,1610398058,2020-12-01
KGZ809,2020-12-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Khaidarkan,39.9474,71.3394,1,Sanjar Kalmatai,New media,"On 28 December 2020, residents of Khaidarkan township in Batken region gathered outside a local bank to protest against its closure, demanding the bank's management keep it operating for the town population.",0,crowd size=no report,1618492966,2020-12-01
KGZ872,2021-02-04,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Ak-Suu,39.8961,69.3688,1,AKIpress,National,"On 4 February 2021, about 100 residents of Ak-Suu village in Aksy district of Jalal-Abad region protested outside the local council building demanding the resignation of the head of the village administration following complaints of lack of oversight at the nearby mining projects, which protesters blamed for environmental concerns and safety issues in the area.",0,crowd size=about 100,1776186858,2021-02-01
KGZ862,2021-02-01,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,Kaktus Media,National,"On 1 February 2021, residents of Chon-Talaa village in Batken district protested at the regional state administration's office in Batken township, demanding the authorities build a new school for their children in the village after the old facility was destroyed by fire.",0,crowd size=no report,1612807813,2021-02-01
KGZ876,2021-02-05,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,RFE/RL,International,"On 5 February 2021, about 250 residents of Batken region protested outside the regional state administration in Batken township, demanding the country's newly-appointed Prime-Minister retract and clarify his previous statement regarding part of the bordering Tort-Kul water reservoir that was transferred to Tajikistan.",0,crowd size=about 250,1612807813,2021-02-01
KGZ890,2021-02-11,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,1,RFE/RL,International,"On 11 February 2021, about 50 residents of Ak-Sai village gathered at the local administration in Batken district of Batken region demanding the Kyrgyz government clarify its position regarding disputed borderland near Kapchygai locality where Tajik border guards established permanent presence and restricted access to the Kyrgyz villagers.",0,crowd size=about 50,1613414138,2021-02-01
KGZ888,2021-02-10,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,Sanjar Kalmatai,New media,"On 10 February 2021, residents of the bordering Aksai village gathered at the regional state administration's office in Batken township, demanding the Kyrgyz government remove Tajik border guards and villagers from the disputed pastures until both countries complete the demarcation process.",0,crowd size=no report,1613414138,2021-02-01
KGZ910,2021-02-19,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Kayragach,40.0814,69.543,1,AKIpress,National,"On 19 February 2021, about 50 residents of Kayragach village in Leilek district of Batken region gathered in protest of the Tajik villagers' gathering on the disputed border following an attempt by a Kyrgyz villager to launch construction on location.",0,crowd size=about 50,1618489763,2021-02-01
KGZ894,2021-02-14,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,1,Sanjar Kalmatai,New media,"On 14 February 2021, residents of the village of Ak-Sai in Batkent district of Batken region gathered in town calling for the country's new president to appoint a competent person to manage and resolve disputes between Tajiks and Kyrgyz. Locals also urged the authorities to provide social benefits and subsidies to the Kyrgyz population on the border.",0,crowd size=no report,1614016137,2021-02-01
KGZ914,2021-02-22,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,RFE/RL,International,"On 22 February 2021, residents of Batken region gathered at the regional state administration in Batken township demanding the Kyrgyz government assist them with returning their family members from Tajikistan where relarives of protesters were detained following illegal broder crossing.",0,crowd size=no report,1614625560,2021-02-01
KGZ12,2018-11-16,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),SDPK: Social Democratic Party of Kyrgyzstan,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Katran,39.8396,70.0207,1,24Kg; Channel 7 (Kyrgyzstan),New media-National,"On 16 November 2018, about 150 supporters of former presidential adviser Ikramjan Ilmiyanov (from SPDK) protested in the town of Katran of Leilek district against arrest and detention of former aide demanding his release to house arrest. Protesters appealed to the Kyrgyz president for intervention in the case and fair investigation.",0,crowd size=about 150,1618561095,2018-11-01
KGZ31,2018-11-26,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,Channel 7 (Kyrgyzstan); Gezitter,New media-National,"On 26 November 2018, about 100 protesters demonstrated outside the Batken regional administration office in the town of Batken demanding the fair investigation of the murder of a regional prosecutor.",0,crowd size=about 100,1615250535,2018-11-01
KGZ545,2018-09-14,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,Protesters (Tajikistan),,Protesters,Protesters-Protesters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,2,Channel 7 (Kyrgyzstan); 24Kg,New media-National,"On 14 September 2018, about 50 residents of the Kyrgyz village of Bakai organized a protest on the borderline near Ak-Sai village against the installation of water pipe on the disputed borderland by the residents of the Tajik neighborhood of Vorukh exclave, Isfara district. About 60 Tajik villagers gathered on the other side of the border and protested against the Kyrgyz counterparts' claim over a contested piece of land.",0,crowd size=about 110,1615250535,2018-09-01
KGZ597,2019-05-21,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kara-Bak,40.1599,70.8131,1,Channel 7 (Kyrgyzstan),New media,"On 21 May 2019, about 40 residents of Kara-Bak village in Batken district protested during a meeting with local officials and Kyrgyz Border Service officers near local cemetery demanding the Kyrgyz authorities resolve the border dispute with Tajik counterparts over burial ground claim on both sides which protesters argued has been part of the village for many years.",0,crowd size=about 40,1615250535,2019-05-01
KGZ573,2019-01-23,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Tajikistan),,Protesters,Protesters (Kyrgyzstan),,Protesters,Protesters-Protesters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kara-Bak,40.1599,70.8131,2,Channel 7 (Kyrgyzstan),New media,"On 23 January 2019, a group of Tajik residents from Lackan village protested on the borderline near Kara-Bak village in Batken, against the Kyrgyz villagers-built shade structure on the disputed land near the village, demanding its demolition. It sparked a counter-protest by a group of Kyrgyz villagers who have argued it was agreed upon by both sides previously.",0,crowd size=no report,1615250535,2019-01-01
KGZ851,2021-01-26,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kara-Bak,40.1599,70.8131,1,Channel 7 (Kyrgyzstan),New media,"On 26 January 2021, residents of the Kara-Bak village in Batken district of Batken region gathered near their homes demanding the local authorities fix the power supply issues in the area which were becoming a safety concern, protesters complained.",0,crowd size=no report,1615250535,2021-01-01
KGZ561,2018-12-04,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kyzyl-Kiya,,Kyzyl-Kia,40.2552,72.135,1,Channel 7 (Kyrgyzstan),New media,"On 4 December 2018, 30-40 road construction workers protested at the a company's field office in Kyzyl-Kia town of Batken region, demanding their back pay for more than 6 months of work. Protesters complained the company has been dodging them for weeks which forced protesters to take up the issue with the government.",0,crowd size=30-40,1618561126,2018-12-01
